0,2.3025303
50,2.3010879
100,2.290964
150,2.2555997
200,2.2081516
250,2.1840756
300,2.1692317
350,2.161846
400,2.150357
450,2.1469827
500,2.1350653
550,2.1253657
600,2.118418
650,2.112994
700,2.104059
750,2.089102
800,2.0869105
850,2.077396
900,2.0702069
950,2.06077
1000,2.0604873
1050,2.055899
1100,2.047387
1150,2.0414958
1200,2.0352125
1250,2.038037
1300,2.0300534
1350,2.0315442
1400,2.0295484
1450,2.022132
1500,2.027333
1550,2.016354
1600,2.011495
1650,2.0198376
1700,2.0095632
1750,2.025581
1800,2.0273511
1850,2.0079532
1900,2.010891
1950,2.006514
2000,1.9999182
2050,1.9903773
2100,1.9995799
2150,1.9924781
2200,1.9924166
2250,2.000158
2300,1.9982055
2350,1.9896364
2400,1.9922941
2450,1.9907554
2500,1.9916997
2550,1.9968386
2600,1.9806563
2650,1.9914337
2700,1.987967
2750,1.9738116
2800,1.9762597
2850,1.9670138
2900,1.966456
2950,1.9624475
3000,1.968465
3050,1.9743785
3100,1.9705906
3150,1.959035
3200,1.9551637
3250,1.9694173
3300,1.9656507
3350,1.9562825
3400,1.9522556
3450,1.952578
3500,1.9462075
3550,1.9665082
3600,1.9527754
3650,1.9514024
3700,1.9540617
3750,1.9592758
3800,1.9499173
3850,1.9488028
3900,1.9408025
3950,1.9447944
4000,1.9448359
4050,1.9464142
4100,1.9347845
4150,1.9381194
4200,1.942156
4250,1.9503554
4300,1.9538234
4350,1.9443516
4400,1.9418465
4450,1.9412534
4500,1.9362625
4550,1.9334618
4600,1.9309038
4650,1.9376327
4700,1.9410723
4750,1.9570365
4800,1.9291067
4850,1.9323628
4900,1.9289315
4950,1.9239442
