0,0.098977774
50,0.09988889
100,0.09984444
150,0.16508889
200,0.21642222
250,0.24757777
300,0.26731113
350,0.27735555
400,0.29226667
450,0.31135556
500,0.31544444
550,0.32095554
600,0.3328
650,0.3334222
700,0.33235556
750,0.35104445
800,0.33846667
850,0.3443778
900,0.3620889
950,0.3609111
1000,0.35628888
1050,0.3739111
1100,0.37008888
1150,0.3768889
1200,0.37537777
1250,0.3807111
1300,0.38355556
1350,0.39157778
1400,0.38955554
1450,0.39035556
1500,0.38475555
1550,0.38268888
1600,0.38402224
1650,0.3812
1700,0.3806222
1750,0.37217778
1800,0.39064443
1850,0.39513335
1900,0.38522223
1950,0.37984446
2000,0.35344446
2050,0.34937778
2100,0.34635556
2150,0.37657776
2200,0.39093333
2250,0.39602223
2300,0.40446666
2350,0.41002223
2400,0.4036
2450,0.4014
2500,0.37855557
2550,0.39837778
2600,0.38993335
2650,0.3868889
2700,0.39995554
2750,0.38702223
2800,0.41217777
2850,0.40744445
2900,0.40726668
2950,0.41122222
3000,0.39893332
3050,0.40653333
3100,0.38402224
3150,0.40757778
3200,0.4156
3250,0.40662223
3300,0.41164446
3350,0.40564445
3400,0.41946667
3450,0.4096
3500,0.40271112
3550,0.38404444
3600,0.38795555
3650,0.412
3700,0.40715554
3750,0.42595556
3800,0.4289778
3850,0.41897777
3900,0.40982223
3950,0.42833334
4000,0.4157111
4050,0.38542223
4100,0.42275557
4150,0.4212
4200,0.41606668
4250,0.42355555
4300,0.41968888
4350,0.41004443
4400,0.42024446
4450,0.39224446
4500,0.38575557
4550,0.39186665
4600,0.38948888
4650,0.41304445
4700,0.39535555
4750,0.38024443
4800,0.40684444
4850,0.40255556
4900,0.38055557
4950,0.3846
