0,2.3024938
50,2.22696
100,2.2123272
150,2.2206569
200,2.3513603
250,2.3403864
300,2.3312888
350,2.2881846
400,2.2968132
450,2.3292563
500,2.3159487
550,2.3457325
600,2.3098025
650,2.3082328
700,2.3195736
750,2.3357182
800,2.3076148
850,2.3169217
900,2.307674
950,2.3280096
1000,2.3287306
1050,2.3152795
1100,2.3081758
1150,2.323445
1200,2.3310337
1250,2.3364265
1300,2.3395503
1350,2.3347442
1400,2.325964
1450,2.3077772
1500,2.3142745
1550,2.3102517
1600,2.3091912
1650,2.3085368
1700,2.3110535
1750,2.3080869
1800,2.3126726
1850,2.3149455
1900,2.311084
1950,2.3084161
2000,2.3082535
2050,2.312796
2100,2.3172722
2150,2.3311195
2200,2.337239
2250,2.3389614
2300,2.3322728
2350,2.3152184
2400,2.3145308
2450,2.32214
2500,2.3363073
2550,2.350719
2600,2.358515
2650,2.3601425
2700,2.3603666
2750,2.3605428
2800,2.3605206
2850,2.360565
2900,2.360565
2950,2.360565
3000,2.360565
3050,2.360565
3100,2.360565
3150,2.360565
3200,2.360565
3250,2.360565
3300,2.360565
3350,2.360565
3400,2.360565
3450,2.360565
3500,2.360565
3550,2.360565
3600,2.360565
3650,2.360565
3700,2.360565
3750,2.360565
3800,2.360565
3850,2.360565
3900,2.360565
3950,2.360565
4000,2.360565
4050,2.360565
4100,2.360565
4150,2.360565
4200,2.360565
4250,2.360565
4300,2.360565
4350,2.360565
4400,2.360565
4450,2.360565
4500,2.360565
4550,2.360565
4600,2.360565
4650,2.360565
4700,2.360565
4750,2.360565
4800,2.360565
4850,2.360565
4900,2.360565
4950,2.360565
