0,2.3026652
50,2.301221
100,2.2909603
150,2.251135
200,2.2178638
250,2.1995473
300,2.1772902
350,2.1653574
400,2.1598003
450,2.1609986
500,2.157806
550,2.1421466
600,2.1245382
650,2.1288178
700,2.1146035
750,2.114282
800,2.1379607
850,2.1037025
900,2.1032178
950,2.1002247
1000,2.0973155
1050,2.1019952
1100,2.0911655
1150,2.076356
1200,2.0843875
1250,2.1042802
1300,2.0885985
1350,2.0759788
1400,2.076162
1450,2.084035
1500,2.07789
1550,2.0869355
1600,2.0646222
1650,2.0836213
1700,2.087787
1750,2.0668702
1800,2.0893025
1850,2.0770824
1900,2.0876482
1950,2.0702784
2000,2.0507948
2050,2.0746047
2100,2.0658903
2150,2.0664103
2200,2.072269
2250,2.071304
2300,2.069434
2350,2.0618637
2400,2.0641065
2450,2.0596478
2500,2.0592694
2550,2.08898
2600,2.0624342
2650,2.0550232
2700,2.0471747
2750,2.054524
2800,2.051443
2850,2.0496044
2900,2.0462322
2950,2.0362566
3000,2.0335605
3050,2.0392556
3100,2.0435007
3150,2.0632868
3200,2.0506904
3250,2.0883818
3300,2.055751
3350,2.0497053
