0,2.354886
50,2.175565
100,2.0695367
150,1.9661385
200,1.8919786
250,1.879814
300,1.8605373
350,1.8694378
400,1.843967
450,1.8296528
500,1.831822
550,1.8527311
600,1.8354936
650,1.8007469
700,1.8367114
750,1.8180858
800,1.8053902
850,1.7949716
900,1.7859468
950,1.8043321
1000,1.7989573
1050,1.7947448
1100,1.7804146
1150,1.7829962
1200,1.7688655
1250,1.7849386
1300,1.7814816
1350,1.7852026
1400,1.7785095
1450,1.761887
1500,1.7625333
1550,1.7699536
1600,1.7630768
1650,1.7615163
1700,1.7556707
1750,1.7543198
1800,1.756971
1850,1.7680476
1900,1.7748007
1950,1.7472126
2000,1.756991
2050,1.7567917
2100,1.7573408
2150,1.7587652
2200,1.7502066
2250,1.7487123
2300,1.7566563
2350,1.7441006
2400,1.7428906
2450,1.7402161
2500,1.7372278
2550,1.7375253
2600,1.7451195
2650,1.7435935
2700,1.7408072
2750,1.7496653
2800,1.7571771
2850,1.7415407
2900,1.7472138
2950,1.7409122
3000,1.739897
3050,1.7387123
3100,1.7315544
3150,1.7292361
3200,1.7320232
3250,1.7425112
3300,1.7329382
3350,1.7277278
3400,1.7280885
3450,1.7363385
3500,1.7584236
3550,1.7375805
3600,1.7311108
3650,1.7269098
3700,1.7278036
3750,1.7193792
3800,1.7236809
3850,1.7212851
3900,1.7364053
3950,1.7223389
4000,1.7222173
4050,1.7203373
4100,1.7362722
4150,1.7286361
4200,1.7210962
4250,1.7199254
4300,1.7226816
4350,1.7161208
4400,1.7158632
4450,1.7197863
4500,1.725985
4550,1.7142833
4600,1.7204361
4650,1.7235194
4700,1.7196517
4750,1.7236253
4800,1.7222934
4850,1.7097794
4900,1.7202996
4950,1.7164274
5000,1.7252299
5050,1.7177047
5100,1.7213111
5150,1.7116382
5200,1.7181273
5250,1.720562
5300,1.7191007
5350,1.7187291
5400,1.718548
5450,1.7098011
5500,1.7161916
5550,1.7096407
5600,1.7097385
5650,1.7156576
5700,1.7088671
5750,1.7101321
5800,1.7056944
5850,1.7108611
5900,1.7086545
5950,1.7203665
6000,1.7033327
6050,1.7126778
6100,1.7050773
6150,1.705033
6200,1.7124698
6250,1.7045562
6300,1.7113084
6350,1.7050323
6400,1.7077165
6450,1.7043744
6500,1.7091966
6550,1.703723
6600,1.7125951
6650,1.7008138
6700,1.7068111
6750,1.7012414
6800,1.7034982
6850,1.7025342
6900,1.6991659
6950,1.7058479
7000,1.7001941
7050,1.6977146
7100,1.7002268
7150,1.7003989
7200,1.7069315
7250,1.7053989
7300,1.6973203
7350,1.7016804
7400,1.6980861
7450,1.6968708
7500,1.7045517
7550,1.7012733
7600,1.6981118
7650,1.7005389
7700,1.7024094
7750,1.6983986
7800,1.7022877
7850,1.6946826
7900,1.7010223
7950,1.7035062
8000,1.703675
8050,1.6947243
8100,1.7015288
8150,1.6955727
8200,1.6958737
8250,1.6950421
8300,1.6921104
8350,1.7007339
8400,1.6979748
8450,1.691288
8500,1.6926672
8550,1.6939677
8600,1.6939552
8650,1.6970646
8700,1.6901295
8750,1.697848
8800,1.6954507
8850,1.6934046
8900,1.6961358
8950,1.6900645
9000,1.6911733
9050,1.7061388
9100,1.6969872
9150,1.6934344
9200,1.6955253
9250,1.6966201
9300,1.7003618
9350,1.6950135
9400,1.6936077
9450,1.6930006
9500,1.6912005
9550,1.6922686
9600,1.70239
9650,1.6912152
9700,1.6896682
9750,1.6882526
9800,1.6883655
9850,1.6960274
9900,1.6881502
9950,1.6928489
